(628, 1.7422629292011271)
(210, 1.7321293850016837)
(189, 1.725262083882178)
(16, 1.6996130482476273)
(367, 1.6889370522474763)
(362, 1.6833022583988857)
(393, 1.678080145386205)
(285, 1.6688164965520913)
(46, 1.6540164586805657)
(191, 1.6531803800534925)
(474, 1.6451983824773635)
(168, 1.639978485946289)
(440, 1.6393598909179976)
(7, 1.631597349721887)
(506, 1.627412068721691)
(152, 1.6086047914979986)
(17, 1.5999768357301185)
(295, 1.5920542130654578)
(375, 1.5899218683224174)
(518, 1.5862788548572027)
(509, 1.5827030907017008)
(41, 1.575772144886885)
(849, 1.5739005225955132)
(173, 1.5600257160387956)
(383, 1.5291321794499426)
(157, 1.5281852142971253)
(455, 1.5185343694411562)
(108, 1.5132787830586254)
(155, 1.5132021170393133)
(479, 1.5127405261197284)
(179, 1.5076756775319162)
(271, 1.5028796328150509)
(30, 1.4961888592397656)
(450, 1.4942534380175383)
(856, 1.480457343658624)
(89, 1.4763908688632086)
(35, 1.4740785806415468)
(174, 1.4600342985499406)
(412, 1.4587827286856554)
(3, 1.4474320977523596)
(27, 1.435655676655932)
(14, 1.4274667535269476)
(639, 1.4251562293406885)
(57, 1.4100822968814146)
(40, 1.4036297927563095)
(48, 1.4029172844014373)
(222, 1.401946809518621)
(221, 1.391984516342576)
(209, 1.3894500883490228)
(93, 1.3880995922532084)
(421, 1.3879139391653392)
(231, 1.3851188320139223)
(12, 1.3683392490608282)
(757, 1.3562262345968232)
(84, 1.3454073681714585)
(630, 1.3425572875491738)
(379, 1.339485113424322)
(426, 1.3354599425201328)
(15, 1.3330952628476085)
(968, 1.3314689661909644)
(417, 1.325599097474272)
(499, 1.3185515062438737)
(181, 1.3150057249010794)
(69, 1.3112977127749608)
(29, 1.3072753096229122)
(214, 1.3017899220890585)
(358, 1.3014392020711576)
(612, 1.2985808172563111)
(208, 1.2977474703820235)
(306, 1.2956050512291406)
(526, 1.2824036938210228)
(466, 1.2766142875090485)
(213, 1.273317263391278)
(646, 1.2717137607436841)
(859, 1.270567169156637)
(637, 1.268613435710501)
(342, 1.2646894533833193)
(368, 1.2643906671800453)
(132, 1.2615753916081744)
(977, 1.2590763900002209)
(177, 1.253581682637157)
(245, 1.2521805657331255)
(327, 1.2517106570351346)
(60, 1.250500594405969)
(103, 1.2485266981770973)
(162, 1.2482629690831348)
(338, 1.2375112822117442)
(356, 1.235080092511407)
(495, 1.2265630638038414)
(305, 1.2219049808600937)
(143, 1.2109709526742263)
(631, 1.210364132444892)
(167, 1.2091092451703154)
(932, 1.2062728646510803)
(529, 1.205632052678476)
(42, 1.1982991880021905)
(361, 1.1919536750032844)
(661, 1.1910682827138517)
(549, 1.1894954592918694)
(100, 1.1863553666065672)
(441, 1.1837155779535666)
(36, 1.1834765840805979)
(47, 1.18330332223687)
(464, 1.1790313305306843)
(950, 1.1748250801184752)
(145, 1.1723355848893708)
(318, 1.1716908836689777)
(206, 1.1710169648051771)
(427, 1.1667370169739453)
(236, 1.1656547248092615)
(79, 1.1656340883640635)
(351, 1.1646344763634542)
(569, 1.1566886096153683)
(531, 1.1548557417045673)
(486, 1.154447926430799)
(151, 1.1535588664092598)
(263, 1.152176626291076)
(265, 1.1510884166353967)
(525, 1.1495364690682046)
(430, 1.1488894634776041)
(320, 1.1469749286868882)
(243, 1.1452122261242192)
(520, 1.140308729172508)
(158, 1.1377470892943513)
(515, 1.135089519838591)
(460, 1.1348933617675112)
(618, 1.134593587152465)
(194, 1.1298758151308712)
(593, 1.1264822569413138)
(504, 1.1260098917649872)
(482, 1.125732258170391)
(357, 1.1257259667310529)
(707, 1.1225043639063272)
(124, 1.1223032371312756)
(458, 1.1209746645343297)
(223, 1.1204699225083583)
(59, 1.1183643150063103)
(272, 1.1150268050042786)
(10, 1.1148090164367381)
(201, 1.1142186258949411)
(18, 1.1124164985745668)
(161, 1.1103411830933596)
(139, 1.1076157096207433)
(884, 1.105574747435245)
(92, 1.1033454979935298)
(659, 1.1004452164765284)
(226, 1.0944020375878487)
(704, 1.0934142734852792)
(261, 1.0932436200145357)
(636, 1.0913895281185406)
(784, 1.087761686852735)
(376, 1.0875117829257566)
(95, 1.087203994575174)
(316, 1.0834704377526287)
(397, 1.0832517462530875)
(339, 1.0822250887790745)
(218, 1.0821525532026413)
(890, 1.0803388983351438)
(809, 1.0764953373183932)
(0, 1.0686109262281582)
(513, 1.0658363415355336)
(443, 1.0651827201364783)
(164, 1.0577309580582561)
(68, 1.0454728375997284)
(45, 1.0445749090340208)
(94, 1.0445396920217758)
(452, 1.0427496560197014)
(321, 1.0394246862000078)
(65, 1.0387992759343776)
(203, 1.0376142470840048)
(8, 1.0347060797254486)
(615, 1.0345161424113285)
(238, 1.0341904522932353)
(255, 1.0302840479956932)
(199, 1.0270727388775158)
(187, 1.0243255033406402)
(91, 1.0236644964358852)
(233, 1.023565415691569)
(812, 1.022883370217322)
(278, 1.0179977089304255)
(408, 1.0167282434470628)
(9, 1.012988308589742)
(54, 1.0124213610272126)
(337, 1.0118505356604057)
(25, 1.0117851910341)
(281, 1.0115934474069979)
(300, 1.009912264222006)
(131, 1.0074928713340066)
(171, 1.0049659143134884)
(483, 1.0009078882948383)
(744, 1.0)
(660, 1.0)
(684, 1.0)
(703, 1.0)
(772, 1.0)
(808, 1.0)
(658, 1.0)
(675, 1.0)
(798, 1.0)
(580, 1.0)
(633, 1.0)
(648, 1.0)
(731, 1.0)
(653, 1.0)
(711, 1.0)
(670, 1.0)
(746, 1.0)
(691, 1.0)
(732, 1.0)
(275, 0.9927719159252681)
(31, 0.990700587684161)
(481, 0.9876738001027544)
(654, 0.9849858197046204)
(85, 0.9846906025747967)
(140, 0.9826779516082303)
(286, 0.9752748854096835)
(395, 0.9751879959369879)
(154, 0.9739659353783017)
(98, 0.9729318234978577)
(258, 0.9665885011888564)
(592, 0.9649552249496562)
(480, 0.964160102379203)
(544, 0.9620979873411368)
(389, 0.961754771350617)
(56, 0.961676288258435)
(360, 0.9614265262024859)
(611, 0.958790334317575)
(363, 0.9544426084188918)
(355, 0.953757600884134)
(138, 0.9502800564026614)
(200, 0.9482531773584124)
(311, 0.9473485070672265)
(923, 0.9456974184830351)
(700, 0.9444079436648966)
(448, 0.9441964296106656)
(523, 0.9413547177170469)
(104, 0.9320423629300412)
(135, 0.93173271917154)
(234, 0.9301123067069267)
(284, 0.9280379130933475)
(601, 0.9209985582334116)
(326, 0.9153938688275159)
(163, 0.9151765438323942)
(380, 0.9142656226987581)
(159, 0.9142126932338226)
(292, 0.912780281127441)
(685, 0.9125563876708235)
(88, 0.9119114107558702)
(429, 0.9115631701431886)
(32, 0.9113737066524014)
(323, 0.9108543269280063)
(250, 0.908453874347292)
(150, 0.9055037813798036)
(251, 0.8996243674567863)
(229, 0.8954494720273574)
(26, 0.893660183462187)
(447, 0.8842700161072354)
(39, 0.8779517707843244)
(963, 0.8774570114146578)
(401, 0.8772244010008609)
(309, 0.8711819904701993)
(543, 0.8709628221637803)
(409, 0.8676838057689819)
(847, 0.8673726592072365)
(496, 0.8656460994447766)
(178, 0.8641344662695244)
(195, 0.8628081942100313)
(197, 0.8626074535674431)
(268, 0.86174725843886)
(560, 0.8598705325770122)
(50, 0.8597766282840621)
(264, 0.8593476954622447)
(394, 0.8572393363783867)
(24, 0.8536483312602664)
(308, 0.8532505519981537)
(73, 0.8526256019360926)
(490, 0.8519053563494363)
(590, 0.8469772205581158)
(314, 0.84348412381041)
(406, 0.8411586297335877)
(55, 0.8390800757366996)
(353, 0.8380489688507687)
(242, 0.8376041231260604)
(217, 0.8368160227672379)
(336, 0.8300691902696611)
(552, 0.8258430057353855)
(335, 0.824425138714299)
(699, 0.8217215592326371)
(182, 0.8183768749214987)
(758, 0.8148645805364705)
(423, 0.8104611616381913)
(754, 0.8093598865509198)
(547, 0.8082073820134449)
(123, 0.8061304375537803)
(38, 0.8043530986678911)
(147, 0.8042971420305376)
(581, 0.8042716523289261)
(134, 0.8007157736933148)
(588, 0.7996368406957711)
(207, 0.7959942311356057)
(478, 0.7947411968732185)
(437, 0.7943675002293963)
(462, 0.7879052771191741)
(418, 0.7874635708841383)
(205, 0.7850758710048362)
(400, 0.7850096336971494)
(262, 0.7830170746869772)
(259, 0.7814305120028383)
(390, 0.7813810070718513)
(136, 0.7807695594657803)
(508, 0.7804581363300428)
(347, 0.778721626854186)
(288, 0.7778961009978848)
(900, 0.7763864953016747)
(738, 0.7754890899097368)
(34, 0.7741619090725268)
(125, 0.7735323649822541)
(487, 0.7707527779299647)
(299, 0.7631085704907562)
(913, 0.7616029293520131)
(387, 0.7560036235182224)
(204, 0.7519626569425867)
(655, 0.75136266157372)
(176, 0.7491461565029374)
(266, 0.7486891379293594)
(422, 0.7485692132791529)
(381, 0.7485261318001765)
(304, 0.7481912852631026)
(216, 0.7477484688002253)
(190, 0.7464736679447688)
(431, 0.7418217866056931)
(101, 0.7413630966303415)
(378, 0.7413485109966516)
(97, 0.7396756837932095)
(485, 0.7394041015970738)
(562, 0.7386668728540455)
(608, 0.7380064651248983)
(667, 0.7369928718877444)
(325, 0.7353614553323085)
(359, 0.7343358991530867)
(407, 0.7306947161161328)
(90, 0.7298274013846503)
(254, 0.727048242825543)
(413, 0.7256581809159158)
(149, 0.7246009239521629)
(274, 0.7243717947089087)
(572, 0.7230987095512726)
(99, 0.7203629546535781)
(225, 0.7178790221612548)
(602, 0.7160501927307683)
(845, 0.7154855869893441)
(697, 0.715339518945886)
(457, 0.7133602312776348)
(156, 0.7121049132400299)
(489, 0.7120616336486633)
(345, 0.7068305416604573)
(122, 0.7067142198556464)
(428, 0.7048393743110051)
(49, 0.7026348392526449)
(53, 0.7002540535031505)
(267, 0.7000487143994752)
(823, 0.6995410743734753)
(566, 0.6986359934347888)
(297, 0.6970045585072897)
(244, 0.696272638463353)
(446, 0.6961683238929994)
(78, 0.6958100436488643)
(550, 0.6947043407971053)
(260, 0.6925788761696106)
(776, 0.6905686921318382)
(33, 0.6889678862487155)
(188, 0.6873512231159546)
(880, 0.6864053920358233)
(922, 0.6860688961664431)
(470, 0.6832260031348303)
(230, 0.6821437758602338)
(273, 0.6817242347093214)
(607, 0.6813207255205908)
(112, 0.6805816206672647)
(907, 0.6787585417474657)
(332, 0.6762151920231234)
(623, 0.6756913269247664)
(66, 0.6746291753556237)
(37, 0.6726075227835707)
(469, 0.6715321284697635)
(433, 0.6705687224948713)
(445, 0.6694276079744176)
(126, 0.6688436644064942)
(765, 0.6685189674016607)
(350, 0.666732166304335)
(192, 0.6665448326986508)
(322, 0.6659653779097264)
(671, 0.6654652141075511)
(568, 0.6640553009858746)
(545, 0.6635398450608397)
(118, 0.6633810220006741)
(193, 0.6625865081670582)
(294, 0.6608470322883352)
(346, 0.6594563295898536)
(663, 0.6594432030886626)
(388, 0.6586345668661612)
(825, 0.657725928746272)
(444, 0.6576046712657215)
(502, 0.6569909569145073)
(586, 0.6565888838337008)
(198, 0.6526010557033489)
(908, 0.6523462738209079)
(331, 0.6521494724639305)
(237, 0.6513972498891536)
(681, 0.651281395608846)
(76, 0.6485112852921568)
(334, 0.6478828870230088)
(385, 0.6470888403872239)
(511, 0.6470840108313305)
(500, 0.6449935030772408)
(679, 0.6440747438453731)
(291, 0.6424154401142027)
(914, 0.6414399999647425)
(248, 0.6408533585722321)
(832, 0.6396641461446841)
(917, 0.6390789805555023)
(302, 0.6382758131162726)
(442, 0.634731326074664)
(372, 0.6335403129891091)
(71, 0.6306996932997084)
(310, 0.6306622703797371)
(748, 0.630376595356287)
(714, 0.6296380782676361)
(918, 0.6293170640948099)
(492, 0.6254130383052631)
(747, 0.6253605696004494)
(510, 0.6204664996782244)
(720, 0.6186596693368956)
(196, 0.6184778220232804)
(570, 0.6161147727951731)
(392, 0.6156878793616227)
(698, 0.6156744019604004)
(352, 0.6156251623974299)
(860, 0.6154104324719862)
(710, 0.6152852475912662)
(777, 0.6130736511334937)
(933, 0.6128405313706843)
(293, 0.6120647490954776)
(343, 0.6113150302776174)
(728, 0.608179993338932)
(241, 0.6074805342809018)
(836, 0.6063673817224756)
(186, 0.6026179508298486)
(349, 0.6018399751416014)
(312, 0.5986242922721046)
(52, 0.5983136455324201)
(816, 0.5954134793670084)
(640, 0.595277854887209)
(852, 0.5909031587034538)
(896, 0.5902859349589706)
(826, 0.5902060525751835)
(468, 0.5900604432122248)
(373, 0.5882292949462669)
(753, 0.5880700259787106)
(467, 0.5879476615131451)
(240, 0.5875184301632149)
(247, 0.5847264789924781)
(484, 0.5815328993126205)
(313, 0.5771987079334546)
(370, 0.5758702360481386)
(665, 0.5758665337755711)
(930, 0.5744837325634677)
(666, 0.5700995848506829)
(253, 0.5686364181520637)
(287, 0.5658882477210117)
(558, 0.5649641200366396)
(548, 0.5637903944316812)
(425, 0.5629157730749117)
(391, 0.559746951345469)
(717, 0.5576519584052887)
(828, 0.5551032995771031)
(990, 0.5548922486188875)
(708, 0.5536806724216755)
(517, 0.5535589126145043)
(276, 0.552674903765848)
(573, 0.5501042849187976)
(228, 0.5492021312957452)
(328, 0.5480103015068751)
(537, 0.5439564461737066)
(153, 0.5428524454660828)
(756, 0.5409667792126113)
(642, 0.5409597791662026)
(461, 0.5408632382101157)
(672, 0.5356534182293087)
(317, 0.5346856626004532)
(822, 0.532329190019452)
(571, 0.5321168478883886)
(579, 0.5310276455026279)
(521, 0.5293543865471229)
(102, 0.5276814272456859)
(399, 0.5237781328524242)
(235, 0.522158311077948)
(617, 0.5192940428737786)
(643, 0.5163878835871921)
(557, 0.5161071308260671)
(514, 0.5147176780822132)
(119, 0.5146359308283824)
(949, 0.513393761677248)
(840, 0.5121568319171925)
(77, 0.5110693680080579)
(505, 0.5100763396820679)
(956, 0.5094021613486693)
(501, 0.5073600978140821)
(219, 0.5065599310683403)
(576, 0.5062953669782085)
(70, 0.5061935742405933)
(497, 0.5056167936733328)
(555, 0.5043621934786342)
(403, 0.5032072423167328)
(705, 0.5023709617944103)
(43, 0.5020537563671242)
(719, 0.49977787616783265)
(344, 0.49684243867034394)
(892, 0.4922971817002918)
(789, 0.4906298363789491)
(542, 0.49033988177339327)
(955, 0.488650608803074)
(614, 0.48765662090227546)
(246, 0.48671881075139145)
(958, 0.4864583290886838)
(75, 0.4855852759951349)
(503, 0.4846168435394125)
(768, 0.48418746723371353)
(551, 0.4834485097568091)
(931, 0.48016273403609555)
(554, 0.4798763580521531)
(220, 0.4794389728050318)
(148, 0.4781912249830991)
(803, 0.4781237165223493)
(690, 0.4773007976636845)
(721, 0.4760726584690794)
(662, 0.4758779734598806)
(815, 0.4748809304080768)
(324, 0.4734726651642649)
(957, 0.4729477469141221)
(477, 0.47138913202380706)
(706, 0.46981881305973816)
(277, 0.4693632288054681)
(587, 0.46858929817894046)
(453, 0.46836153752664567)
(733, 0.46805673666627134)
(22, 0.4672199756284092)
(929, 0.4672174628558766)
(384, 0.465629755672595)
(926, 0.46511602887334336)
(987, 0.4643491454933616)
(527, 0.4634721443803206)
(146, 0.4631766460903135)
(563, 0.46147718408339633)
(257, 0.4601440779171333)
(127, 0.45961676366651305)
(185, 0.4592026203506002)
(536, 0.45830172213438913)
(589, 0.4563433596877039)
(120, 0.455782786511958)
(925, 0.45525644485358086)
(396, 0.4494515522700112)
(883, 0.44743717624858514)
(117, 0.4473221207440444)
(951, 0.44687492789994876)
(582, 0.43962877743428663)
(723, 0.4379072748923889)
(415, 0.43664064779250855)
(804, 0.43626077774733374)
(516, 0.4355190296666026)
(919, 0.4344995799601049)
(872, 0.43216049322407235)
(270, 0.42591554971759604)
(734, 0.42582596145459695)
(538, 0.4256949481427664)
(621, 0.4250703810405644)
(597, 0.423678479857572)
(600, 0.42359781423690346)
(945, 0.4216996397603697)
(651, 0.4206257132609108)
(736, 0.41898984279477525)
(541, 0.4188071138806908)
(656, 0.41830335383728523)
(330, 0.4158348592907445)
(644, 0.4155743377634391)
(307, 0.41408174537491915)
(354, 0.4093491715102394)
(953, 0.4060724486244287)
(585, 0.40345750593605045)
(851, 0.3982735321509383)
(72, 0.39729814192207746)
(553, 0.3949375712312542)
(598, 0.3949375712312542)
(921, 0.3938179431438772)
(924, 0.3938098934634555)
(674, 0.392186561774634)
(535, 0.3912249548323019)
(952, 0.3895482544751651)
(927, 0.38881883484092883)
(725, 0.388796127662018)
(374, 0.38629251918330254)
(649, 0.3848917913230705)
(641, 0.38470443211618177)
(465, 0.38074410322231533)
(647, 0.3778192527167607)
(575, 0.37705997080882603)
(981, 0.3748261069808818)
(741, 0.3728814260148303)
(110, 0.3727991490938838)
(835, 0.36649749279397925)
(613, 0.3650056015723351)
(937, 0.3644207113037319)
(565, 0.3626755139459604)
(817, 0.36203259041990504)
(224, 0.3616695852705044)
(678, 0.3608684544532371)
(627, 0.3599580806660464)
(694, 0.3578200641004898)
(144, 0.35718537932749894)
(488, 0.3548953720230243)
(989, 0.35476723474314326)
(729, 0.35430353303789214)
(841, 0.353954677640681)
(239, 0.35280477892231554)
(567, 0.3526973647293993)
(664, 0.35172401070577175)
(791, 0.3501834145477812)
(528, 0.34999440548998684)
(341, 0.3496467149256719)
(111, 0.3495112501963923)
(624, 0.34904177599424346)
(865, 0.34596742729915875)
(605, 0.3455599367272748)
(818, 0.3453455464376857)
(764, 0.3439772832093301)
(279, 0.343253848181299)
(364, 0.343148769360215)
(530, 0.3428317062491283)
(947, 0.34181137644657644)
(976, 0.34070920758494827)
(695, 0.34006333298000124)
(298, 0.33919789510910103)
(620, 0.33904176093203614)
(669, 0.33834791058408764)
(712, 0.3345572263946454)
(771, 0.3345130670456578)
(783, 0.3335987005011899)
(962, 0.3333715511764024)
(556, 0.33313502276456086)
(432, 0.32643331754327665)
(971, 0.3242072365008679)
(463, 0.3229505355489069)
(974, 0.3220273315012707)
(609, 0.3201816894112307)
(696, 0.3201501744942823)
(936, 0.3189641335347258)
(540, 0.31765520717527757)
(539, 0.3169227118352947)
(289, 0.3139530599924236)
(645, 0.3135768948894777)
(410, 0.31280444346886793)
(686, 0.3111814198370433)
(730, 0.310871468023134)
(175, 0.30991675096402005)
(877, 0.3097539457885974)
(726, 0.30703822711341705)
(604, 0.3062496387194835)
(67, 0.30450761949871796)
(610, 0.30421924830743763)
(967, 0.30365797322415733)
(689, 0.30165017191860716)
(843, 0.30027286650059637)
(737, 0.29906623041093355)
(476, 0.2980648081041293)
(763, 0.29739379987161557)
(716, 0.29739379987161557)
(519, 0.2950151986569125)
(806, 0.2946826638934569)
(954, 0.2944459792860679)
(813, 0.29406556918251925)
(386, 0.29395567843718395)
(715, 0.29348253485805686)
(591, 0.2921806290480995)
(837, 0.291843352609957)
(471, 0.29117136347657735)
(735, 0.29102089475819004)
(869, 0.28932358599883334)
(673, 0.2883677784644618)
(687, 0.2872440282557607)
(619, 0.28575087308747216)
(369, 0.2856488168393636)
(559, 0.2840601852308785)
(491, 0.2834925323361143)
(632, 0.2834574008356774)
(980, 0.28317225962317016)
(472, 0.279487202013209)
(745, 0.27801221550046895)
(635, 0.27689576987242154)
(807, 0.2747900592150534)
(616, 0.2746901907112662)
(854, 0.27365171226782825)
(315, 0.27310894536310876)
(454, 0.27268296519296936)
(797, 0.27252196121857486)
(909, 0.26860183371907564)
(742, 0.26813525416836603)
(819, 0.2679595933056119)
(1000, 0.26725316549767175)
(507, 0.2658644951318457)
(760, 0.2633670489057697)
(718, 0.2630522260425534)
(202, 0.26285666815009173)
(885, 0.26238580995784516)
(903, 0.26215312829696275)
(739, 0.261868183793034)
(846, 0.2610116705534049)
(788, 0.2610116705534049)
(634, 0.2610116705534049)
(992, 0.2610116705534049)
(773, 0.2610116705534049)
(811, 0.26052457327238965)
(887, 0.25860606756539717)
(682, 0.25812051519634027)
(786, 0.25640159357846015)
(625, 0.25621343879187713)
(522, 0.25575400629977557)
(749, 0.2554095822826465)
(109, 0.25480809838218754)
(1001, 0.25402082045279534)
(805, 0.2536611287734382)
(964, 0.25310340664018705)
(898, 0.25209640000184774)
(833, 0.2519093544146408)
(743, 0.25146238478990657)
(512, 0.24924658141117073)
(935, 0.24867964588736263)
(767, 0.24832124074725578)
(906, 0.2470993065907888)
(867, 0.24709724451904852)
(382, 0.24585892932079467)
(652, 0.244927194096972)
(814, 0.24442847280330085)
(676, 0.2434158391687825)
(722, 0.24305814044941848)
(594, 0.2430543384303722)
(348, 0.24165287462267562)
(857, 0.24025965967195453)
(751, 0.240019128683302)
(778, 0.23985095443559495)
(584, 0.23934664451371296)
(577, 0.23790877596807036)
(911, 0.237622889473426)
(878, 0.23677509009203607)
(855, 0.23639523648589725)
(978, 0.23579934430697266)
(810, 0.2353801075697272)
(596, 0.23431693169014087)
(934, 0.233950469003078)
(638, 0.23317480860635506)
(456, 0.23316029179383338)
(693, 0.2324510606444128)
(785, 0.23199517230974792)
(766, 0.23187649864485216)
(799, 0.23109740226589848)
(972, 0.23016859241841053)
(986, 0.227116952207074)
(398, 0.2267365322494895)
(889, 0.22433885758820238)
(599, 0.22394984986488484)
(997, 0.22354288924301757)
(796, 0.22323935706994588)
(848, 0.22318200946825645)
(991, 0.22209569625510406)
(629, 0.22165580553369993)
(769, 0.21801907959727745)
(574, 0.21681371982179387)
(905, 0.21620406907970138)
(752, 0.21577665679952812)
(727, 0.21432253097527518)
(866, 0.2142970659656634)
(939, 0.2131607077631228)
(829, 0.21184664539189407)
(416, 0.21101104942471477)
(436, 0.21098629743031927)
(983, 0.21073735287435208)
(439, 0.2101764922436654)
(435, 0.2097159812119343)
(966, 0.20971109030426482)
(969, 0.20932761345416892)
(794, 0.2088759978971414)
(781, 0.2079737615368487)
(800, 0.20766329163577235)
(709, 0.2067271219137929)
(782, 0.20402214920192718)
(713, 0.20246030759132133)
(984, 0.20210493015653874)
(414, 0.20012137656219756)
(912, 0.19908559249172478)
(938, 0.19813232948883205)
(564, 0.19690257252284732)
(868, 0.19410856987842695)
(874, 0.19385522234334515)
(870, 0.19385522234334515)
(940, 0.1921256835278527)
(891, 0.19174540631240525)
(895, 0.19045375655166433)
(970, 0.1904170994159659)
(850, 0.1903209085324228)
(886, 0.18959662851890513)
(677, 0.1887603891275072)
(894, 0.18817147601641876)
(842, 0.18792807839534503)
(583, 0.18762427893557046)
(801, 0.1867363132092178)
(724, 0.18654265476346002)
(988, 0.1860164022304372)
(882, 0.18574840799686976)
(475, 0.18574276732363937)
(561, 0.18540609963931112)
(701, 0.18540609963931112)
(793, 0.18342727104832546)
(873, 0.1832902769950256)
(862, 0.18270419897487214)
(861, 0.18161138673251698)
(702, 0.17934600245070728)
(534, 0.1792172318260538)
(779, 0.17800513707701632)
(740, 0.17776740940149463)
(893, 0.17768262209219043)
(827, 0.177217297653425)
(762, 0.17652685305018753)
(657, 0.1756034141095974)
(824, 0.1751991842546796)
(802, 0.17475728424034107)
(979, 0.17475728424034107)
(650, 0.17460650163394972)
(680, 0.174406784538093)
(948, 0.1736757569304028)
(838, 0.17348511573135858)
(830, 0.17339540518905516)
(996, 0.17333813299524453)
(688, 0.17324953685543923)
(844, 0.17321227624152458)
(622, 0.17263601681591942)
(595, 0.17127498518194126)
(985, 0.17111214315713844)
(787, 0.17095203306080003)
(902, 0.17078049925975605)
(881, 0.17076854015536555)
(795, 0.1705765152276996)
(946, 0.17051540641893528)
(692, 0.1703905014636452)
(871, 0.1703905014636452)
(1004, 0.16990760073140188)
(888, 0.1694724419029197)
(770, 0.16935136687030847)
(994, 0.16920925980446613)
(761, 0.16912239707130516)
(774, 0.16876361132502196)
(668, 0.16865446581664792)
(839, 0.1686399263424752)
(960, 0.1686399263424752)
(959, 0.1686399263424752)
(961, 0.1686399263424752)
(626, 0.1679062460989837)
(899, 0.1678866997104022)
(834, 0.16763250395893867)
(897, 0.16757032868840346)
(928, 0.16715953823997948)
(904, 0.1667527202329694)
(915, 0.16674304340087912)
(993, 0.16670052454182513)
(999, 0.16641096180052273)
(864, 0.16632860868694163)
(831, 0.16617468794955362)
(1003, 0.16617468794955362)
(606, 0.16564192692183394)
(578, 0.16559189982443)
(449, 0.165475596989826)
(916, 0.165475596989826)
(603, 0.165475596989826)
(792, 0.1652918999350744)
(759, 0.1652918999350744)
(821, 0.16452181805415272)
(1002, 0.16439471061000793)
(775, 0.16439471061000793)
(920, 0.1627513049753272)
(942, 0.1627513049753272)
(965, 0.16132833524989992)
(853, 0.16103798673750774)
(998, 0.16056494534831958)
(910, 0.16056494534831958)
(780, 0.1588398836202556)
(876, 0.1550775633180816)
(975, 0.15294126572240985)
(973, 0.15294126572240985)
(879, 0.15)
(982, 0.15)
(863, 0.15)
(755, 0.15)
(944, 0.15)
(941, 0.15)
(875, 0.15)
(858, 0.15)
(750, 0.15)
(943, 0.15)
(995, 0.15)
(901, 0.15)
(790, 0.15)
(524, 0.15)
